90 ; VIA M.L. KING, 1/A ; 10 ; 1,69
91 ; VIA P. G. TERRACHINI,20 ; 3 ; 0,94
92 ; VIA E. TORRICELLI,35 ; 3 ; 0,61
93 ; VIA E. TORRICELLI,35 ; 11 ; 2,16
94 ; VIA A. TASSONI,136 ; 8 ; 1,11
95 ; VIA EMILIA ALL'OSPIZIO,78/80 ; 2 ; 0,40
96 ; VIA J. F. KENNEDY,20/A ; 7 ; 1,41
97 ; VIA DON L.STURZO,9 ; 3 ; 0,72
98 ; VIA DON L.STURZO,9 ; 2 ; 0,43
99 ; VIA DON L.STURZO,9 ; 3 ; 0,67
100 ; VIA GATTALUPA,1 ; 8 ; 1,11
101 ; VIA GATTALUPA,1 ; 10 ; 1,59
102 ; VIA L. PASTEUR,17 ; 4 ; 0,77
103 ; VIA L. PASTEUR,17 ; 9 ; 1,51
104 ; VIA L. E F. SOCINI,19/B ; 6 ; 1,13
105 ; VIA F. CONFALONIERI,1 ; 6 ; 1,05
106 ; VIA V. MAZZELLI,2 ; 4 ; 0,78
107 ; VIA V. MAZZELLI,2 ; 11 ; 1,86
108 ; VIA DELLA TROMBA 36 ; 2 ; 0,38
109 ; VIA N. LASAGNI,5/A ; 11 ; 2,63
110 ; VIA N. LASAGNI,5/A ; 9 ; 2,08
111 ; VIA MAKALLE',18 ; 2 ; 0,53
112 ; VIA MAKALLE',18 ; 1 ; 0,27
113 ; VIA A. VENERI,57 ; 2 ; 0,47
114 ; VIA A. VENERI,57 ; 8 ; 1,92
115 ; VIA CASSALA,10 ; 2 ; 0,52
116 ; VIA CASSALA,10 ; 1 ; 0,28
117 ; VIA F. CAVALLOTTI,56 ; 8 ; 1,50
118 ; VIA DEGLI AZZARRI,7 ; 16 ; 2,52
119 ; VIA DEGLI AZZARRI,7 ; 6 ; 0,99
120 ; VIA L. VAN BEETHOVEN,48/1 ; 6 ; 1,20
121 ; VIA L. VAN BEETHOVEN,48/1 ; 4 ; 0,77
122 ; VIA L. VAN BEETHOVEN,131 ; 2 ; 0,52
123 ; VIALE ISONZO,36 ; 6 ; 1,49
124 ; VIA G. BOLOGNESI,2 ; 5 ; 1,06
125 ; VIA G. BOLOGNESI,2 ; 16 ; 3,40
126 ; VIA SALVADOR ALLENDE,3 ; 5 ; 1,06
127 ; VIA SALVADOR ALLENDE,3 ; 10 ; 1,98
128 ; VIA SALVADOR ALLENDE,3 ; 4 ; 0,80
129 ; VIA G. RINALDI,40/A ; 8 ; 1,36
130 ; VIA R. IOTTI,2 ; 3 ; 0,72
131 ; VIA E. FERRI,14 ; 7 ; 1,27
132 ; VIA E. FERRI,14 ; 3 ; 0,59
133 ; VIA E. FERRI,14 ; 7 ; 1,25
134 ; VIALE RISORGIMENTO,80 ; 0 ;  
135 ; VIALE RISORGIMENTO,80 ; 0 ;  
136 ; VIA L. VAN BEETHOVEN,131 ; 3 ; 0,60
137 ; VIA BISMANTOVA,23 ; 2 ; 0,49
138 ; VIA M. K. GANDHI,16/C ; 2 ; 0,44
139 ; VIA F.LLI ROSSELLI,41/1 ; 7 ; 1,25
140 ; VIALE ISONZO,36 ; 0 ;  
141 ; VIA E. FERMI,38 ; 4 ; 0,70
142 ; VIA D. FREDDI,41 ; 7 ; 1,21
143 ; VIA DON L.STURZO,9 ; 8 ; 1,39
144 ; VIA J. F. KENNEDY,20/A ; 1 ; 0,27
145 ; VIA J. F. KENNEDY,20/A ; 4 ; 1,26
146 ; VIA N. LASAGNI,5/A ; 7 ; 1,67
147 ; VIA M.L. KING, 1/A ; 10 ; 1,67
148 ; VIA MEDAGLIE D'ORO RESIST.,2 ; 3 ; 0,64
149 ; VIA PREMUDA,36 ; 4 ; 0,80
150 ; VIA A. TASSONI,136 ; 6 ; 0,94
151 ; VIA P. G. TERRACHINI,20 ; 6 ; 1,73
152 ; VIA E. TORRICELLI,35 ; 5 ; 0,89
153 ; VIALE UMBERTO I,44 ; 3 ; 0,86
154 ; VIA G. BRUNO,29 ; 20 ; 5,85
155 ; VIA R. FRANCHETTI,8 ; 8 ; 1,97
156 ; VIA B. PASCAL,81 ; 16 ; 3,36
157 ; VIA SALVADOR ALLENDE,3 ; 2 ; 0,42
158 ; VIA F. P. TOSTI,4 ; 5 ; 1,45
159 ; VIA J. WIBICKJ,30 ; 6 ; 1,62
160 ; VIA MEDAGLIE D'ORO RESIST.,2 ; 6 ; 1,20
