122 ; VIA L. VAN BEETHOVEN,131 ; 13 ; 3,40
123 ; VIALE ISONZO,36 ; 7 ; 1,73
124 ; VIA G. BOLOGNESI,2 ; 9 ; 1,91
125 ; VIA G. BOLOGNESI,2 ; 6 ; 1,28
126 ; VIA SALVADOR ALLENDE,3 ; 9 ; 1,91
127 ; VIA SALVADOR ALLENDE,3 ; 7 ; 1,39
128 ; VIA SALVADOR ALLENDE,3 ; 35 ; 6,99
129 ; VIA G. RINALDI,40/A ; 6 ; 1,02
130 ; VIA R. IOTTI,2 ; 8 ; 1,93
131 ; VIA E. FERRI,14 ; 8 ; 1,45
132 ; VIA E. FERRI,14 ; 3 ; 0,59
133 ; VIA E. FERRI,14 ; 13 ; 2,33
134 ; VIALE RISORGIMENTO,80 ; 1 ; 3,33
135 ; VIALE RISORGIMENTO,80 ; 0 ;  
136 ; VIA L. VAN BEETHOVEN,131 ; 14 ; 2,81
137 ; VIA BISMANTOVA,23 ; 4 ; 0,98
138 ; VIA M. K. GANDHI,16/C ; 14 ; 3,06
139 ; VIA F.LLI ROSSELLI,41/1 ; 8 ; 1,43
140 ; VIALE ISONZO,36 ; 12 ; 2,15
141 ; VIA E. FERMI,38 ; 8 ; 1,40
142 ; VIA D. FREDDI,41 ; 15 ; 2,60
143 ; VIA DON L.STURZO,9 ; 5 ; 0,87
144 ; VIA J. F. KENNEDY,20/A ; 15 ; 4,05
145 ; VIA J. F. KENNEDY,20/A ; 15 ; 4,73
146 ; VIA N. LASAGNI,5/A ; 8 ; 1,91
147 ; VIA M.L. KING, 1/A ; 13 ; 2,17
148 ; VIA MEDAGLIE D'ORO RESIST.,2 ; 9 ; 1,92
149 ; VIA PREMUDA,36 ; 9 ; 1,80
150 ; VIA A. TASSONI,136 ; 3 ; 0,47
151 ; VIA P. G. TERRACHINI,20 ; 2 ; 0,58
152 ; VIA E. TORRICELLI,35 ; 13 ; 2,31
153 ; VIALE UMBERTO I,44 ; 9 ; 2,57
154 ; VIA G. BRUNO,29 ; 2 ; 0,58
155 ; VIA R. FRANCHETTI,8 ; 4 ; 0,98
156 ; VIA B. PASCAL,81 ; 8 ; 1,68
157 ; VIA SALVADOR ALLENDE,3 ; 15 ; 3,17
158 ; VIA F. P. TOSTI,4 ; 8 ; 2,33
159 ; VIA J. WIBICKJ,30 ; 8 ; 2,16
160 ; VIA MEDAGLIE D'ORO RESIST.,2 ; 7 ; 1,40
